current_player,turns_played,white_pawn,white_knight,white_bishop,white_rook,white_queen,black_pawn,black_knight,black_bishop,black_rook,black_queen,white_double_pawns,black_double_pawns,white_isolated_pawns,black_isolated_pawns,white_passed_pawns,black_passed_pawns,white_mobility,black_mobility,winner
1,49,6,0,1,1,0,6,2,0,2,0,0,0,2,0,0,2,24,31,1
1,83,2,0,1,1,0,5,1,0,1,0,0,0,2,0,0,1,23,26,1
1,57,3,0,1,0,1,4,0,0,1,1,0,0,3,0,1,2,34,23,0
1,13,7,1,2,2,1,7,1,2,2,1,0,1,0,1,1,0,43,26,0
1,21,7,1,1,2,1,7,1,1,2,1,0,1,0,1,1,0,41,34,1
0,12,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,47,45,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,1
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,28,32,1
1,59,2,1,1,2,0,5,1,1,1,0,0,0,2,2,2,2,40,41,0
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,32,28,1
1,41,5,2,1,1,1,6,1,1,1,0,0,0,3,0,0,2,48,21,0
0,20,7,1,2,2,1,7,1,1,2,1,0,0,0,0,0,0,50,41,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,28,0
0,22,6,1,2,2,1,6,2,2,2,1,0,0,1,0,0,1,34,40,1
0,22,7,1,2,2,1,7,1,2,2,1,0,0,0,0,0,0,39,44,1
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,33,1
1,25,6,1,2,2,1,7,1,1,2,1,0,0,0,0,0,0,40,31,1
0,62,3,0,0,2,0,5,0,1,1,1,0,0,3,0,0,3,15,47,1
0,12,6,2,2,2,1,6,2,2,2,1,0,0,0,0,0,0,40,47,0
1,63,5,0,0,1,1,4,0,0,1,0,0,0,0,1,1,0,44,16,0
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,29,0
0,40,6,0,1,2,0,7,0,2,2,0,0,0,1,0,0,1,26,42,1
1,51,2,0,0,2,0,5,1,0,2,0,0,0,2,0,0,2,19,46,1
1,17,7,2,2,2,1,7,2,2,2,1,0,0,1,1,1,1,29,37,0
1,55,6,0,0,1,0,5,1,1,1,0,2,0,3,0,1,2,16,33,1
0,28,5,1,1,2,1,5,1,2,2,1,0,0,0,0,0,0,34,55,0
0,44,7,0,2,2,0,4,2,1,2,0,0,0,0,1,1,0,33,39,0
0,46,4,0,1,2,1,6,1,0,2,1,1,0,4,0,0,3,38,41,1
0,38,8,0,0,2,1,6,1,0,2,1,0,1,0,1,2,0,33,34,0
1,41,6,1,2,2,0,6,2,1,1,0,0,0,0,0,0,0,42,25,0
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,37,1
0,40,6,1,2,2,0,5,1,2,2,1,0,0,0,1,1,0,29,55,1
1,47,5,0,1,1,0,6,0,0,1,0,0,1,2,2,1,2,30,27,1
1,31,8,2,2,2,1,6,2,2,2,1,1,0,0,1,1,0,39,34,0
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,38,21,1
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,31,0
0,28,5,2,1,2,1,5,1,1,2,1,0,0,1,0,0,1,39,42,1
1,11,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,35,0
0,90,7,0,0,1,1,6,0,0,1,1,0,0,0,0,0,0,32,23,0
0,74,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,12,15,1
1,11,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,33,39,1
1,39,6,0,1,2,1,6,1,0,2,1,0,1,1,0,0,0,45,35,1
0,22,8,2,1,2,1,8,2,1,2,1,0,1,0,0,0,0,27,31,0
0,14,8,1,1,2,1,6,2,2,2,1,0,0,0,0,0,0,35,37,0
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,28,1
0,26,6,1,0,2,1,6,1,1,2,1,0,0,0,0,0,0,40,52,0
1,33,6,1,2,2,1,7,1,1,2,1,0,0,0,0,0,0,48,40,0
0,22,8,2,0,2,1,8,2,0,2,1,1,0,0,0,0,0,34,37,0
1,11,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,42,31,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,24,29,0
0,98,6,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,14,11,0
1,17,8,2,1,2,1,8,1,2,2,1,0,0,0,0,0,0,37,39,0
0,22,7,2,1,2,0,7,1,2,2,0,0,1,0,3,2,0,38,39,1
1,37,7,1,2,2,1,7,2,1,2,1,0,0,1,0,0,1,46,37,0
0,18,7,2,1,2,0,7,1,2,2,0,0,1,0,3,2,0,32,28,1
1,45,5,1,1,2,1,6,1,1,2,1,0,0,2,0,0,1,38,48,1
1,41,7,1,1,1,1,7,2,0,2,1,1,0,0,0,0,0,27,34,1
0,36,6,1,1,1,1,5,0,1,1,1,0,0,1,0,2,1,36,30,0
0,16,6,2,2,2,1,6,2,2,2,1,0,0,0,0,0,0,33,40,1
0,26,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,40,33,0
0,26,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,38,49,0
0,8,8,1,2,2,1,8,2,2,2,1,0,0,0,0,0,0,27,33,0
0,42,7,0,1,2,1,5,2,1,2,1,1,0,1,1,1,0,31,48,1
1,9,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,40,34,0
1,61,5,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,16,23,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,28,1
1,13,7,2,1,2,1,7,1,2,2,1,0,0,0,0,0,0,34,48,1
1,11,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,39,1
1,41,6,1,1,2,1,5,1,1,2,1,0,0,1,1,1,0,49,35,0
1,21,7,2,1,2,1,7,1,2,2,1,0,0,0,0,0,0,42,34,1
1,47,7,0,1,2,1,7,0,0,2,1,1,0,3,0,0,1,31,31,0
0,18,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,37,40,1
1,31,6,1,1,2,1,7,1,1,2,1,0,0,0,0,0,0,37,44,0
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,1
1,11,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,43,0
1,67,5,0,0,0,0,5,0,0,0,0,1,1,5,1,2,2,14,11,0
1,65,3,1,0,2,1,6,0,1,2,1,0,0,1,0,0,0,39,40,0
0,32,8,1,0,2,1,8,1,0,2,1,1,1,0,0,0,0,31,41,0
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,34,1
1,11,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,44,37,1
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,33,0
1,25,7,2,1,2,1,5,1,2,2,1,0,0,0,2,2,0,41,42,0
1,53,5,0,0,2,1,3,0,1,1,1,0,0,0,3,3,0,48,48,0
0,48,7,1,1,2,1,7,2,0,2,1,1,0,3,0,0,2,33,42,1
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,28,1
0,68,4,0,0,1,1,4,1,0,1,1,0,0,2,1,2,1,35,46,1
0,70,5,2,1,0,1,7,1,1,0,1,0,1,0,1,1,0,32,26,0
1,41,7,1,1,2,0,7,1,2,2,0,0,0,0,0,0,0,28,32,1
0,52,4,1,1,2,1,6,0,2,2,1,0,1,1,1,1,0,32,36,1
0,12,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,41,39,1
0,94,4,1,1,0,0,5,1,1,0,0,1,0,1,0,0,1,18,15,0
0,96,4,0,0,0,1,4,0,0,1,0,0,0,0,1,1,0,29,21,0
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,28,29,0
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,26,0
1,7,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,28,0
1,25,8,2,1,2,1,8,2,0,2,1,0,0,0,0,0,0,43,41,1
0,8,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,38,1
0,16,6,2,2,2,1,7,2,2,1,1,0,0,0,0,0,0,43,42,0
0,54,6,1,0,2,0,5,1,0,2,0,0,0,0,2,2,0,35,26,1
0,8,8,1,2,2,1,7,2,2,2,1,0,0,0,0,0,0,32,38,1
1,47,5,1,2,1,1,5,0,2,2,0,0,0,2,0,1,1,50,33,0
0,12,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,38,38,1
1,41,6,2,0,2,1,6,1,0,2,1,0,0,0,1,1,0,45,41,0
1,23,7,2,1,2,1,7,2,1,2,1,0,0,0,0,0,0,41,37,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,0
1,55,5,0,1,1,0,6,0,0,2,0,1,1,3,0,0,3,27,33,1
0,16,7,2,2,2,1,6,2,2,2,1,1,0,1,1,1,1,37,37,0
0,18,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,29,39,1
0,46,5,1,1,2,1,6,2,0,2,1,0,0,0,0,0,0,47,41,0
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,31,1
1,15,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,26,0
0,30,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,47,38,0
1,13,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,29,36,1
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,29,0
1,13,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,31,42,0
0,12,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,32,39,0
1,51,4,2,1,2,0,4,2,1,2,0,0,0,2,2,2,1,35,50,1
1,21,6,1,2,2,1,6,2,1,2,1,0,0,0,0,0,0,51,39,0
1,53,5,1,0,1,1,4,1,0,2,1,0,0,1,1,1,1,39,39,1
0,6,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,49,33,0
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,32,33,1
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,24,26,1
0,16,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,37,37,0
1,79,6,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,19,19,1
0,78,4,0,0,1,0,4,0,0,1,0,0,0,1,0,0,0,21,21,0
0,64,5,1,2,1,0,5,2,1,1,0,0,1,0,0,2,0,32,34,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,28,31,1
0,18,8,2,1,2,1,8,1,2,2,1,0,1,0,0,0,0,28,28,0
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,26,23,1
0,28,6,2,1,2,1,6,1,2,2,1,1,0,0,0,0,0,38,40,0
1,25,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,42,1
0,14,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,40,42,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,0
1,89,1,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,20,23,1
0,44,5,1,2,2,0,6,1,1,2,0,0,0,0,0,0,0,40,38,0
1,67,6,0,1,2,1,5,1,1,1,1,0,0,0,0,0,0,35,37,0
0,50,5,0,0,2,0,6,0,0,1,0,0,0,2,0,0,2,31,19,0
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,32,0
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,37,0
0,10,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,51,34,1
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,41,33,1
0,12,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,38,30,0
1,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,33,1
1,21,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,38,50,1
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,30,0
0,28,6,2,1,2,1,5,0,2,2,1,0,0,1,1,1,0,41,40,0
0,50,7,1,0,2,0,6,0,1,2,0,0,0,0,2,2,0,31,32,0
0,22,7,1,2,2,0,6,1,2,2,1,0,0,0,2,2,0,31,39,1
1,9,7,2,2,2,1,7,1,2,2,1,0,0,0,0,0,0,47,33,1
1,45,5,0,1,1,1,5,0,0,2,0,0,0,0,0,0,0,51,26,0
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,1
0,8,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,32,0
1,43,5,0,1,0,1,6,1,0,0,1,0,0,3,1,1,3,33,35,1
0,28,8,1,0,2,1,6,1,0,2,1,0,0,0,1,1,0,32,39,0
0,18,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,42,38,0
1,51,5,1,1,1,1,7,0,0,2,1,0,1,1,0,0,2,38,51,1
0,10,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,38,39,0
0,20,8,1,1,2,1,8,1,1,2,1,0,0,0,0,0,0,34,47,0
0,56,5,1,0,2,0,6,0,1,2,0,0,0,0,0,0,0,37,38,1
1,21,7,1,1,2,1,7,1,1,2,1,0,0,0,0,0,0,32,39,0
1,47,6,1,0,2,1,6,0,1,2,1,0,1,1,2,2,1,33,32,1
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,21,1
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,30,0
1,33,6,0,2,2,1,5,1,1,2,1,0,0,1,0,0,0,43,56,0
0,14,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,30,0
1,23,7,2,1,2,1,7,1,1,2,1,0,0,0,0,0,0,42,37,1
0,22,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,34,42,0
0,84,1,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,8,8,1
1,39,6,1,1,2,1,6,1,1,2,1,0,0,1,0,0,0,37,40,1
0,88,5,1,0,1,0,2,2,0,0,0,0,0,2,0,2,0,27,20,0
1,29,5,1,2,2,1,6,0,2,2,1,0,0,0,0,0,0,44,27,0
0,32,8,1,1,2,1,7,2,2,1,1,0,0,0,0,0,0,38,38,0
1,17,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,37,42,1
1,47,7,1,0,2,1,5,0,1,2,1,1,0,0,2,3,0,47,34,1
1,63,3,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,25,25,1
0,14,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,31,40,0
0,14,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,38,38,1
1,73,4,0,1,1,0,4,1,0,1,0,0,0,1,0,2,1,29,26,0
0,24,6,1,1,2,1,7,1,1,2,1,1,1,3,2,1,2,31,32,1
1,37,5,1,2,1,0,4,0,1,2,0,0,0,1,1,1,1,37,24,0
1,79,6,0,1,2,0,7,1,0,2,0,1,0,0,0,0,0,25,34,1
0,42,6,0,1,2,1,7,0,0,2,1,0,0,0,0,0,0,46,37,0
1,23,6,2,2,2,1,6,2,2,2,1,0,0,0,0,0,0,38,44,1
1,21,7,1,2,2,1,7,1,2,2,1,0,1,0,1,1,0,49,30,0
1,105,4,0,0,1,0,1,0,0,1,0,0,0,1,0,4,0,22,21,0
1,27,7,2,0,2,1,7,2,0,2,1,0,0,0,0,0,0,30,42,1
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,34,0
1,29,7,1,2,2,1,8,1,1,2,1,0,0,0,0,0,0,51,31,0
0,30,5,2,0,2,0,6,1,1,2,0,0,0,0,1,1,0,30,27,0
0,56,6,0,1,0,0,5,0,1,0,0,1,0,3,0,0,2,16,15,1
1,77,4,0,0,2,0,4,0,1,1,0,0,0,1,0,0,0,33,17,1
0,26,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,53,29,1
1,53,7,0,0,2,1,5,0,2,2,1,1,0,0,2,2,0,25,57,1
1,87,1,0,0,1,0,3,1,0,1,0,0,0,1,0,1,0,17,26,1
1,51,5,1,0,2,0,4,1,2,2,0,0,0,0,1,1,0,28,39,1
0,52,6,1,0,2,1,5,1,0,2,1,0,0,1,1,1,1,38,55,0
1,41,6,0,1,2,1,7,0,0,2,1,0,1,0,0,0,0,42,39,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,32,28,0
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,0
0,46,6,1,0,2,1,6,0,2,1,1,0,0,2,0,0,1,50,31,0
0,70,4,0,0,0,0,4,0,0,0,0,1,0,1,0,0,1,13,11,1
1,33,6,2,1,2,0,6,1,1,2,0,0,0,0,0,0,0,29,37,0
1,23,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,38,36,1
1,67,5,1,1,2,1,4,0,0,1,1,0,0,1,0,1,0,57,29,0
1,39,5,1,2,2,0,6,1,1,2,0,0,0,0,0,0,0,38,33,0
0,12,8,2,1,2,1,8,2,1,2,1,1,0,0,0,0,0,34,37,1
1,7,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,33,1
1,19,7,1,2,2,1,7,1,2,2,1,0,0,0,1,1,0,43,27,0
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,38,30,0
1,15,7,2,2,2,1,5,2,2,2,0,0,0,0,2,2,0,42,23,0
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,38,30,1
1,41,7,2,2,2,1,7,2,2,2,1,0,0,0,1,1,0,39,33,0
0,58,6,1,0,2,1,6,0,1,2,1,1,0,0,0,0,0,23,44,1
0,18,7,2,2,2,0,7,2,2,2,0,0,0,0,0,0,0,40,31,0
1,59,3,2,0,2,1,5,0,1,1,1,0,0,1,0,0,1,46,38,0
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,34,30,0
1,31,6,2,1,1,0,7,1,2,1,0,0,1,1,0,0,2,44,30,0
1,19,7,2,2,2,1,8,1,2,2,1,0,0,0,0,0,0,42,35,1
1,31,4,0,1,2,1,6,1,1,2,0,0,0,1,2,2,1,38,39,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,28,23,1
1,31,7,0,2,2,1,8,0,2,2,1,0,0,0,0,0,0,31,34,1
1,11,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,31,0
1,21,6,2,1,2,1,6,2,1,2,1,0,0,0,0,0,0,29,34,0
1,29,7,1,2,2,1,7,2,1,2,1,0,0,0,0,0,0,32,38,0
0,22,6,2,1,2,1,6,1,2,2,1,0,0,1,0,0,1,45,31,1
0,12,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,43,36,0
0,22,6,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,51,43,0
1,83,3,0,0,2,0,5,1,0,1,0,1,0,3,1,2,2,31,22,1
0,70,6,0,1,0,1,5,0,1,1,1,0,0,0,0,0,0,31,36,1
1,21,6,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,53,35,0
0,24,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,40,48,0
0,40,6,0,1,2,1,4,0,1,2,1,0,0,0,0,0,0,51,36,0
1,55,6,0,1,0,1,5,0,0,2,0,0,0,0,1,1,0,36,28,0
0,20,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,40,32,1
0,14,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,47,39,0
1,21,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,48,37,0
1,11,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,41,31,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,22,1
1,99,3,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,5,35,1
1,15,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,39,31,0
1,19,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,44,27,1
1,43,6,1,0,2,1,6,1,1,2,1,0,0,2,2,2,2,42,42,1
0,32,6,2,1,2,1,6,2,1,2,1,0,0,0,0,0,0,44,38,1
0,38,6,1,1,1,0,6,1,1,1,0,0,0,0,0,0,0,30,33,1
0,44,6,0,2,2,0,5,1,1,2,0,0,0,0,1,1,0,38,19,0
1,37,7,2,0,2,1,7,2,0,2,1,0,0,0,0,0,0,34,42,1
1,21,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,39,44,0
0,10,8,1,2,2,1,8,2,1,2,1,1,0,1,0,0,1,27,30,0
1,33,7,2,1,2,0,7,2,1,2,0,0,2,0,2,1,0,31,50,1
0,36,6,0,1,2,1,6,1,1,2,1,0,0,0,1,1,0,40,44,1
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,38,31,0
1,41,7,1,0,2,1,7,0,0,2,1,0,0,0,0,0,0,40,31,0
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,30,1
0,48,7,1,1,1,1,6,0,1,2,1,0,0,0,0,0,0,50,24,0
0,16,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,38,0
1,27,7,1,1,2,1,7,1,1,2,1,0,0,0,0,0,0,45,29,1
1,9,7,1,2,2,1,7,1,2,2,1,0,0,0,0,0,0,47,28,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,0
0,66,6,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,57,17,0
0,16,7,1,2,2,1,6,2,1,2,1,0,0,0,0,0,0,44,38,0
0,64,4,0,1,2,0,4,1,2,1,0,0,0,1,0,1,0,35,37,1
1,117,3,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,29,8,0
1,47,5,1,1,2,0,6,1,1,1,0,0,0,0,0,0,0,43,30,0
1,65,6,1,0,0,0,7,1,0,0,0,0,0,1,0,0,1,12,16,1
0,74,5,0,0,1,1,3,1,0,0,1,0,0,0,0,2,0,37,33,0
1,71,3,0,2,1,0,4,0,0,1,0,0,0,0,0,0,0,31,22,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,29,1
0,28,7,1,1,2,1,7,0,2,2,1,0,0,0,0,0,0,39,39,0
0,16,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,57,33,1
1,131,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,28,5,0
1,39,7,0,1,2,0,7,0,1,2,0,0,0,0,0,0,0,39,31,1
0,48,6,0,1,1,0,4,1,1,2,0,0,0,0,2,3,0,21,44,1
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,28,32,1
0,26,6,1,2,2,1,7,1,1,2,1,0,1,0,0,0,0,36,45,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,29,1
0,16,8,1,2,2,1,8,2,2,2,1,0,0,0,0,0,0,34,47,1
0,42,7,1,2,2,1,6,2,1,2,1,0,0,0,1,1,0,32,55,1
1,29,8,1,2,2,1,8,2,1,2,1,0,1,0,0,0,0,44,38,1
1,37,7,0,2,2,1,6,0,1,1,1,0,0,0,2,2,0,43,22,0
1,37,7,2,1,2,1,6,1,2,2,1,0,0,0,0,0,0,51,39,0
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,30,0
1,15,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,41,44,1
0,14,7,2,2,2,1,7,2,2,2,1,0,0,0,1,1,0,40,32,0
1,103,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,5,18,1
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,40,1
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,34,39,1
0,30,6,1,1,2,1,6,1,1,2,1,0,0,0,1,1,0,49,31,0
1,59,5,1,1,1,1,5,0,1,2,1,0,0,1,1,1,1,44,43,0
0,10,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,35,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,21,28,1
0,38,7,2,1,2,1,7,2,1,2,1,0,0,0,0,0,0,45,48,0
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,27,34,0
0,32,5,2,2,2,1,6,2,2,2,1,0,0,0,1,1,0,41,40,1
1,29,7,1,2,2,1,7,2,1,2,1,0,1,0,0,0,0,31,46,0
0,44,6,0,1,2,1,5,1,1,2,1,0,0,0,2,2,0,32,47,1
0,24,7,1,0,2,1,7,1,1,2,1,0,0,0,1,1,0,35,45,1
0,48,6,0,0,1,1,6,0,0,1,1,0,0,1,1,1,1,37,32,0
1,37,7,1,1,2,1,7,1,1,2,1,0,0,0,0,0,0,42,37,1
0,46,5,0,0,2,0,6,0,0,2,0,0,1,1,0,0,1,25,29,0
1,23,7,2,1,2,1,7,2,1,2,1,0,0,0,0,0,0,34,47,1
1,65,5,1,0,1,1,6,1,0,1,1,0,1,0,1,1,0,26,39,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,21,1
0,30,7,1,1,2,1,8,1,1,2,1,0,2,1,1,1,0,22,38,1
0,54,5,0,1,2,0,6,0,0,1,1,0,1,1,1,1,0,22,27,1
0,52,7,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,17,20,1
1,7,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,35,28,0
1,45,7,0,1,2,0,7,1,0,2,0,0,0,0,0,0,0,36,27,0
1,147,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,18,19,1
1,41,7,0,1,2,1,7,1,0,2,1,0,0,0,0,0,0,31,34,1
1,65,5,2,0,2,1,4,1,0,2,1,0,0,1,0,1,0,43,37,0
1,35,5,1,1,2,0,7,1,2,2,0,0,0,2,0,0,2,30,41,1
1,9,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,50,40,0
0,8,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,35,31,1
1,9,8,2,2,2,1,7,2,2,2,1,1,0,0,0,0,0,33,40,0
1,167,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15,8,0
0,40,7,1,0,2,0,6,0,2,2,0,1,0,0,1,1,0,36,27,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,1
1,7,7,2,2,2,1,7,2,2,2,1,0,0,1,0,0,1,30,35,0
1,53,6,1,1,1,0,7,1,1,1,0,0,0,0,0,0,0,28,24,1
1,27,7,2,1,2,0,5,2,1,2,0,0,0,0,0,2,0,29,39,0
1,25,8,2,1,2,1,8,1,2,2,1,1,0,0,0,0,0,41,30,1
0,34,7,1,2,2,1,5,2,1,2,1,2,0,1,0,0,0,40,50,0
1,97,5,0,1,1,1,4,0,0,1,1,0,0,0,1,1,0,40,29,0
1,25,6,1,1,2,1,6,2,2,2,0,0,0,0,0,0,0,40,43,0
1,9,8,2,2,2,1,7,2,2,2,1,1,0,0,1,1,0,36,23,0
1,61,6,0,1,2,1,7,0,1,2,1,0,1,0,0,0,0,28,47,1
0,16,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,37,36,1
0,20,7,1,2,2,1,7,2,2,2,1,0,0,0,0,0,0,37,41,0
0,24,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,39,43,1
1,9,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,45,33,1
