current_player,turns_played,white_pawn,white_knight,white_bishop,white_rook,white_queen,black_pawn,black_knight,black_bishop,black_rook,black_queen,white_double_pawns,black_double_pawns,white_isolated_pawns,black_isolated_pawns,white_passed_pawns,black_passed_pawns,white_mobility,black_mobility,winner
1,29,7,2,1,2,1,7,1,2,2,1,0,0,0,0,0,0,31,38,1
1,87,6,0,1,2,0,6,1,0,2,0,0,0,0,1,1,0,30,27,0
0,82,3,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,11,13,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,23,20,1
1,37,7,0,0,2,1,6,0,1,2,1,1,1,0,1,1,0,31,30,0
1,73,4,1,1,1,1,5,0,1,2,0,0,1,2,0,0,1,39,28,0
0,28,7,1,1,2,1,6,1,1,2,1,0,1,0,1,1,0,40,41,0
0,24,7,1,2,2,1,7,1,2,2,1,0,0,0,0,0,0,36,37,0
1,21,8,1,2,2,1,7,1,2,2,1,0,0,0,0,0,0,33,38,1
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,32,1
1,13,7,2,1,2,1,7,2,1,2,1,0,0,0,0,0,0,33,35,1
0,40,5,1,1,2,1,4,0,1,2,1,0,0,0,2,2,0,53,27,0
0,70,3,0,1,0,0,5,1,2,2,0,0,0,1,1,1,1,19,42,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,20,20,0
0,46,6,1,2,1,0,4,1,0,2,0,0,0,2,1,2,1,41,25,0
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,34,43,1
1,13,8,2,2,2,0,6,1,2,2,1,1,0,0,0,0,0,33,46,1
0,70,4,0,2,2,0,2,0,0,0,0,1,1,4,0,2,0,41,9,0
0,18,7,1,2,2,1,8,2,1,2,1,0,0,0,0,0,0,33,28,1
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,37,0
0,30,8,1,1,2,1,5,1,2,2,1,0,1,0,2,3,0,38,44,1
0,12,7,2,2,2,1,8,2,2,2,1,0,1,0,0,0,0,40,37,0
0,22,8,1,2,2,1,7,1,2,2,1,1,0,0,0,0,0,42,38,0
1,79,4,1,1,1,0,3,0,0,1,0,0,0,2,1,3,2,32,17,0
1,69,2,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,29,30,0
0,40,5,1,0,2,1,5,0,1,2,1,0,2,3,5,4,3,45,36,1
1,39,7,0,1,1,0,6,2,1,1,0,1,0,1,0,0,0,22,32,1
1,141,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21,28,1
0,72,3,0,1,0,1,3,1,0,1,1,0,0,0,2,2,0,33,41,1
0,62,4,1,0,1,0,4,0,1,1,0,0,0,1,1,1,1,27,31,0
1,21,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,41,41,1
1,19,6,2,2,2,0,5,1,2,2,0,0,0,0,2,2,0,37,29,0
1,61,5,1,0,1,1,4,0,0,1,0,0,0,0,1,2,0,46,15,0
0,46,5,2,2,1,1,6,1,1,1,1,0,1,0,0,1,0,32,36,0
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,45,24,1
0,22,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,40,41,0
0,12,8,1,2,2,1,8,2,2,2,1,0,1,0,0,0,0,30,40,1
1,17,7,2,2,2,0,7,1,2,2,1,0,0,0,0,0,0,27,43,1
1,25,6,1,1,1,1,7,0,2,2,1,0,0,2,0,0,2,36,40,1
0,12,8,2,2,2,0,8,2,2,2,0,1,0,1,0,0,1,29,27,0
1,63,4,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,11,23,1
0,90,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,20,25,1
1,29,7,1,1,2,1,8,1,1,2,0,0,0,1,0,0,1,48,27,0
0,42,6,1,2,2,0,5,1,0,1,0,0,0,1,1,2,1,37,25,0
1,13,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,44,36,1
1,17,7,2,2,2,1,8,2,2,2,1,0,1,0,0,0,0,41,48,1
0,14,8,2,2,2,1,7,2,2,2,1,1,0,0,0,0,0,44,39,1
0,24,6,2,2,2,0,7,2,2,2,0,0,1,1,0,0,0,38,32,1
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,31,1
1,39,7,1,1,2,1,4,1,0,2,1,0,0,0,4,4,0,40,28,0
1,33,7,1,2,2,1,7,1,1,2,1,0,0,0,0,0,0,41,36,0
0,14,7,2,1,2,1,8,2,2,1,1,0,0,1,0,0,1,40,22,0
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,34,22,0
0,12,7,2,1,2,0,7,2,1,2,1,0,1,0,0,0,0,25,36,1
1,37,7,1,1,2,1,7,2,1,2,1,1,0,1,0,0,1,33,48,1
1,9,8,2,2,2,1,8,1,2,2,1,0,0,0,0,0,0,39,27,0
1,11,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,46,26,0
1,47,5,1,1,0,1,3,2,0,0,0,0,0,0,1,1,0,45,12,0
0,18,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,36,1
1,41,5,1,1,2,1,3,1,1,1,1,0,0,2,0,1,0,54,29,0
0,32,6,1,0,2,1,5,0,1,1,1,0,0,0,0,1,0,32,31,0
1,15,8,1,0,2,0,7,2,2,2,1,0,0,0,0,0,0,28,31,1
1,15,7,1,2,2,1,7,1,2,2,1,0,1,0,3,2,0,35,25,1
1,47,6,0,2,1,0,5,1,0,1,0,1,0,4,2,3,3,37,24,0
0,38,6,0,2,2,1,6,1,1,2,1,0,0,1,1,1,1,41,51,0
0,40,7,0,1,2,1,3,2,1,2,1,2,0,5,0,2,1,37,57,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,1
1,83,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,5,41,1
1,51,6,1,1,2,1,1,0,1,1,1,0,0,1,1,6,1,52,38,0
1,11,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,44,33,0
0,8,8,2,2,2,0,7,2,2,2,1,0,0,0,0,0,0,30,35,1
0,10,7,2,2,2,1,8,1,2,2,1,1,0,0,0,0,0,40,35,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,27,27,0
1,19,7,1,2,2,1,7,2,1,2,1,0,0,0,0,0,0,48,42,0
1,87,6,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,16,15,1
0,20,7,1,2,2,1,8,1,2,2,1,0,0,0,0,0,0,33,40,1
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,27,33,0
1,67,6,1,0,0,0,2,2,0,0,0,0,0,1,2,4,0,16,21,0
0,10,8,2,1,2,1,8,2,2,2,1,0,0,0,0,0,0,30,36,1
0,28,7,2,2,2,0,8,1,2,2,0,0,1,0,1,1,0,30,27,0
1,15,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,46,37,1
1,37,8,0,1,0,0,8,0,1,0,0,1,1,0,0,0,0,20,19,0
1,67,4,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,18,13,0
1,11,8,2,2,2,1,6,2,2,2,1,1,0,0,0,0,0,38,30,1
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,27,0
1,55,5,0,1,1,0,3,1,0,1,0,0,0,0,1,2,0,26,24,0
1,15,8,2,1,2,1,8,2,1,2,1,0,0,0,0,0,0,43,42,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,28,30,1
0,64,4,1,1,2,0,4,0,0,2,0,0,0,2,1,2,2,33,25,0
0,26,7,2,2,2,1,6,2,2,2,0,0,0,0,1,1,0,52,24,0
1,19,7,1,2,2,1,7,1,1,2,1,0,0,1,0,0,1,38,34,0
1,31,6,0,2,2,0,6,1,1,2,0,0,0,0,1,1,0,32,23,0
1,21,8,1,1,2,1,7,2,1,2,1,1,0,0,0,0,0,35,36,1
0,24,6,1,2,2,1,8,1,1,2,1,0,1,0,0,0,0,23,52,0
1,31,8,0,1,1,1,6,2,2,2,1,0,0,0,0,1,0,21,51,1
1,9,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,30,0
1,37,4,2,2,1,1,6,1,0,1,1,0,0,0,1,1,0,43,36,1
0,16,7,1,2,2,1,8,2,2,2,1,0,0,0,0,0,0,44,32,1
1,31,6,2,1,2,1,5,1,0,2,0,1,0,3,0,0,2,51,35,0
0,34,4,1,1,1,0,6,2,1,2,0,0,0,1,2,2,1,33,24,1
1,29,7,1,2,2,1,8,1,2,1,1,0,1,0,0,0,0,38,38,1
0,12,6,2,2,2,1,7,2,2,2,1,0,0,1,0,0,0,33,45,0
0,22,7,1,2,2,1,7,1,1,2,1,0,0,0,0,0,0,45,39,0
0,22,8,1,0,2,1,7,0,1,2,1,0,0,0,0,0,0,31,40,1
1,19,8,2,1,2,1,7,2,2,2,1,0,0,0,0,0,0,39,50,1
0,20,8,2,1,2,1,8,2,1,2,1,0,0,0,0,0,0,37,40,1
0,14,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,39,31,1
0,18,7,1,2,2,1,6,2,2,2,1,0,0,0,0,0,0,34,45,1
1,35,4,0,2,2,1,5,1,0,0,0,0,0,1,1,2,1,47,20,0
1,23,6,1,2,2,1,7,0,2,2,0,0,0,0,0,0,0,51,23,0
0,42,6,0,0,2,0,6,0,1,2,0,1,1,0,1,1,0,28,26,1
1,31,3,1,2,2,1,6,2,2,2,0,0,0,0,0,0,0,55,41,0
1,41,6,1,1,2,0,7,0,2,2,0,0,1,0,0,0,0,45,29,1
1,33,7,0,2,2,1,5,1,2,2,1,0,0,0,0,1,0,32,43,1
1,23,7,2,0,2,1,7,1,0,1,1,0,1,0,3,2,0,36,37,0
1,9,7,2,2,2,1,8,2,2,2,1,0,1,0,0,0,0,35,33,0
0,18,6,2,2,2,1,6,2,2,2,1,0,0,0,0,0,0,45,51,0
0,22,6,1,2,2,1,6,2,2,2,1,0,0,0,0,0,0,40,48,1
1,11,8,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,42,38,0
0,20,6,0,2,1,1,7,1,1,2,1,0,0,2,0,0,2,39,32,1
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,28,38,1
1,29,7,1,1,2,1,8,1,1,2,1,0,0,0,0,0,0,39,29,1
1,27,5,2,1,1,1,6,1,2,1,1,0,1,0,2,1,0,56,36,0
1,37,5,2,1,2,0,5,1,2,1,0,0,0,0,1,1,0,40,44,0
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,28,33,1
1,71,2,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,19,28,1
1,27,7,1,1,2,1,5,1,2,2,1,0,0,0,0,1,0,43,34,1
1,9,8,2,1,2,1,8,2,1,2,1,0,0,0,0,0,0,32,29,0
0,24,7,1,1,2,1,7,1,1,2,1,0,0,0,0,0,0,39,38,1
0,12,7,1,2,2,1,7,2,2,2,1,0,0,0,0,0,0,38,52,1
0,90,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,9,11,1
1,69,3,0,0,1,1,6,0,0,2,1,0,0,1,0,0,1,34,40,1
0,80,6,0,0,1,0,1,0,0,1,0,0,0,0,1,5,0,24,22,1
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,32,0
0,26,8,0,2,2,1,6,2,1,2,1,1,0,0,0,0,0,33,40,0
0,10,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,33,0
0,22,7,1,1,2,1,7,2,1,2,1,1,0,0,0,0,0,49,32,1
1,53,5,1,1,1,0,8,0,2,1,0,0,0,0,0,0,0,34,35,1
0,26,8,1,0,2,0,8,0,1,2,0,0,2,0,1,1,0,26,28,0
0,10,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,38,35,0
0,60,3,0,1,1,0,7,0,1,2,1,1,0,3,0,0,2,21,54,1
1,17,7,0,2,2,1,7,0,2,2,1,0,1,0,1,1,0,37,27,1
0,26,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,35,46,0
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,33,1
1,29,6,2,2,2,1,6,1,2,2,1,1,0,1,0,0,1,39,46,0
1,11,8,2,1,2,1,7,1,2,2,1,0,1,0,1,1,0,31,26,0
1,23,7,2,1,2,1,7,1,2,2,1,0,1,0,1,1,0,34,44,1
0,22,7,2,1,2,0,7,1,1,2,0,0,1,0,0,0,0,33,32,0
0,18,7,1,2,2,0,7,2,1,2,0,1,0,1,0,0,1,26,33,1
0,6,7,2,2,2,0,7,2,2,2,1,0,0,0,0,0,0,25,39,1
0,14,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,49,39,0
0,16,6,2,1,2,1,6,2,2,2,1,0,0,0,0,0,0,48,49,1
1,13,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,36,47,0
1,9,7,2,2,2,1,8,2,2,2,1,0,1,0,0,0,0,43,32,1
1,39,6,1,1,1,0,5,2,2,2,0,0,0,0,1,1,0,30,37,1
1,33,7,1,2,1,1,4,2,1,0,1,0,0,0,1,1,0,29,38,0
0,36,6,2,2,2,1,5,1,1,2,1,0,0,0,0,0,0,54,33,0
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,42,32,0
0,50,6,1,2,1,1,7,2,1,1,1,0,0,0,0,0,0,40,39,0
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,29,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,39,1
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,30,0
0,86,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,10,22,1
0,50,6,0,1,1,1,5,2,1,2,1,0,1,0,3,3,0,37,48,1
1,65,5,0,1,0,1,3,1,1,2,1,1,0,1,0,1,0,39,42,1
1,29,7,2,2,2,1,7,2,2,2,1,0,0,1,1,1,1,44,27,0
0,44,6,2,1,2,1,6,1,2,2,1,0,1,0,1,1,0,45,31,0
0,14,7,0,2,2,1,8,2,2,2,1,0,0,0,0,0,0,22,45,1
1,13,8,2,2,2,1,7,2,2,2,1,1,0,0,0,0,0,32,31,0
0,28,8,1,2,2,1,8,1,2,2,1,0,0,0,0,0,0,37,36,1
1,111,1,0,1,0,0,3,1,1,0,0,0,0,1,1,1,1,13,20,1
1,81,6,0,0,0,1,5,0,0,0,1,0,0,0,2,2,0,30,26,1
1,39,6,1,1,2,0,7,0,1,2,0,0,1,0,3,2,0,43,29,1
1,9,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,39,36,0
0,80,4,0,0,0,0,3,0,0,0,0,1,1,4,2,2,2,8,8,0
0,56,2,0,0,2,1,6,0,0,2,1,0,0,2,1,1,2,37,35,0
1,25,7,2,1,2,1,7,1,2,2,1,1,0,1,0,0,0,41,35,0
1,27,6,1,1,2,1,7,0,2,2,1,0,0,0,0,0,0,40,42,1
0,106,2,0,1,1,0,3,0,0,0,1,0,0,0,1,1,0,22,30,1
0,56,5,0,0,1,0,4,0,1,2,0,0,0,2,1,1,2,18,34,1
1,33,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,49,29,1
0,76,4,1,0,1,0,4,0,1,1,0,0,0,2,1,2,1,23,18,1
0,34,7,1,2,2,1,7,1,2,2,1,0,0,1,0,0,1,35,33,0
1,17,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,45,39,0
1,41,8,0,1,2,1,8,0,1,2,1,1,0,0,0,0,0,30,36,1
0,30,6,1,0,2,1,6,1,2,1,1,0,0,0,0,0,0,40,35,0
0,60,4,0,0,0,1,6,1,0,0,1,0,0,2,1,1,1,23,27,0
1,11,8,2,1,2,1,8,1,2,2,1,0,0,0,0,0,0,39,26,0
0,58,6,0,1,1,0,5,0,1,1,0,0,0,0,2,2,0,27,24,0
0,36,7,0,1,2,1,7,1,1,2,1,0,1,0,0,0,0,32,43,1
1,45,4,0,0,2,1,6,0,1,2,1,0,0,2,1,1,2,34,30,1
1,61,6,0,0,1,1,4,0,0,0,1,1,0,3,0,2,0,36,24,0
1,61,2,2,0,2,0,4,0,2,2,0,0,0,2,2,2,2,31,39,0
1,45,6,1,1,2,0,5,1,1,2,0,0,0,1,0,0,0,39,34,1
0,58,2,1,0,1,1,5,0,0,2,0,0,0,2,0,0,2,39,31,0
0,22,7,1,2,2,1,7,1,1,2,1,0,0,0,0,0,0,47,30,0
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,40,0
0,22,7,2,1,2,1,7,2,1,2,1,0,0,0,0,0,0,44,29,0
0,12,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,41,34,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,33,1
1,27,6,2,2,2,1,5,2,1,2,1,0,0,1,0,0,0,33,60,0
0,62,4,0,1,1,1,4,0,0,2,1,1,0,1,0,0,0,27,46,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,0
1,49,5,0,2,2,0,7,1,2,2,0,0,0,0,0,0,0,28,36,1
0,70,1,0,0,2,0,4,0,1,2,0,0,0,1,0,0,1,23,27,1
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,22,1
1,9,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,39,36,0
0,78,4,0,1,1,0,3,0,1,1,0,0,0,2,1,2,1,24,26,0
0,22,6,2,1,2,1,5,2,2,2,1,0,0,2,0,0,0,41,48,1
1,29,6,1,2,2,1,7,1,2,2,1,0,0,1,0,0,1,45,31,1
0,52,6,1,1,1,0,5,1,1,1,0,0,0,2,1,2,1,23,29,0
0,86,6,0,1,1,0,3,0,0,1,0,1,0,2,0,3,1,27,10,0
0,22,7,2,2,2,0,7,2,2,2,0,0,0,0,0,0,0,46,31,0
1,9,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,29,34,1
1,75,5,0,0,2,0,2,0,1,2,0,0,0,0,1,3,0,28,22,0
0,80,3,1,0,0,1,4,0,0,0,0,0,0,3,0,1,1,32,12,0
0,62,4,1,1,2,1,3,0,1,2,1,0,0,2,0,2,0,31,41,0
0,16,7,2,1,2,1,8,1,1,2,1,0,0,0,0,0,0,36,41,0
1,31,7,1,2,2,1,5,2,1,2,1,1,0,1,0,0,1,37,37,0
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,34,32,0
0,58,3,1,0,1,0,5,0,1,1,0,0,0,0,0,0,0,27,32,1
0,20,6,2,2,2,1,6,2,2,2,1,0,0,0,0,0,0,42,49,1
1,45,6,2,1,2,1,6,0,2,2,1,1,0,0,1,2,0,44,38,0
1,9,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,26,32,1
1,43,7,0,2,2,1,7,0,2,2,1,0,0,0,1,1,0,50,23,0
1,31,6,2,0,2,1,6,0,2,2,1,0,0,0,1,1,0,43,26,0
1,31,8,1,2,2,1,8,1,2,2,0,0,0,0,0,0,0,35,29,0
0,52,8,2,0,2,1,8,0,2,2,1,0,2,0,2,2,0,29,46,1
0,50,7,0,1,2,1,7,1,0,2,1,0,0,0,0,0,0,41,29,1
0,6,7,2,2,2,1,8,2,2,2,1,0,1,0,0,0,0,38,29,0
0,6,7,2,2,2,1,8,2,2,2,1,0,1,0,0,0,0,38,33,1
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,29,26,0
1,65,5,1,2,1,0,5,1,1,2,0,1,0,0,1,2,0,40,25,0
1,7,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,27,1
1,1,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,20,0
1,55,5,0,2,2,1,5,1,1,2,1,1,0,2,1,1,2,29,46,1
0,28,7,1,2,2,1,6,2,2,2,1,0,0,0,0,0,0,36,45,1
0,10,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,36,34,1
1,81,3,0,1,2,0,4,1,2,1,0,0,0,1,1,1,1,29,39,1
0,80,5,1,0,1,1,6,0,0,1,1,0,1,1,2,1,1,38,35,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,22,0
1,41,5,1,1,1,1,6,2,0,2,1,0,0,2,0,1,1,38,52,1
0,6,7,2,2,2,1,8,2,2,2,1,0,1,0,0,0,0,38,33,1
1,69,5,2,0,0,0,3,1,1,0,0,0,0,2,3,4,2,25,22,0
1,55,5,0,1,2,1,5,1,0,2,1,0,0,1,1,1,1,34,35,0
0,74,4,1,0,1,0,7,1,0,2,0,0,0,0,0,0,0,19,42,1
1,75,1,0,0,1,0,4,0,0,0,1,0,0,1,0,0,1,14,31,1
1,79,4,0,0,0,0,3,0,0,0,0,0,0,1,1,2,0,14,11,0
0,40,7,1,0,2,0,5,1,1,1,1,0,0,0,1,1,0,30,41,1
0,6,7,2,2,2,1,8,2,2,2,1,0,1,0,0,0,0,33,35,0
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,30,22,1
1,53,5,1,0,2,1,5,1,1,1,0,0,0,1,1,1,1,41,33,0
1,41,8,1,0,2,1,6,1,1,2,1,0,1,0,0,1,0,36,41,1
1,63,6,0,1,1,1,7,0,0,0,1,1,0,1,0,0,1,36,25,0
0,36,6,1,2,2,0,6,2,1,2,0,0,0,1,2,2,1,37,39,0
0,48,4,1,1,1,0,4,0,0,1,0,0,0,2,1,1,1,36,16,0
0,14,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,37,37,1
1,35,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,37,38,0
1,57,6,0,0,2,1,7,0,0,2,1,0,0,0,0,0,0,33,34,1
1,77,4,0,1,0,1,5,0,1,1,0,0,0,0,0,0,0,35,27,1
0,62,7,0,1,0,1,6,0,1,0,1,0,0,0,1,1,0,31,32,1
0,40,5,1,1,1,1,6,1,1,2,0,0,0,0,0,0,0,46,34,0
0,60,7,1,0,2,1,5,0,1,2,1,0,0,0,0,0,0,48,34,0
0,30,6,1,2,2,1,6,1,2,2,1,0,0,0,1,1,0,39,31,0
1,51,4,1,1,2,1,4,0,1,2,1,0,0,1,0,0,0,46,42,0
0,46,6,1,1,2,1,7,1,1,1,1,0,1,0,2,1,0,45,35,0
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,27,30,0
0,10,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,38,38,0
1,27,6,2,2,2,0,6,2,2,2,0,0,0,0,0,0,0,48,33,0
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,35,1
0,94,4,0,0,1,0,3,0,0,0,0,0,1,2,2,2,0,23,10,0
0,80,2,0,0,0,0,2,1,0,1,1,0,0,2,1,1,1,10,49,1
0,46,6,1,0,2,1,7,0,2,2,1,0,1,0,0,0,0,31,45,1
1,39,6,1,1,2,1,5,1,1,1,1,0,0,0,0,1,0,46,38,0
0,28,8,1,1,2,1,8,1,1,2,1,1,0,0,0,0,0,44,34,1
1,45,8,1,1,2,1,7,1,1,2,1,2,0,0,0,0,0,31,35,0
1,19,6,2,2,2,1,6,2,2,2,1,0,0,0,1,1,0,55,39,0
1,11,8,2,2,2,1,7,2,2,2,1,1,0,0,0,0,0,42,35,1
1,3,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,34,27,1
0,30,7,1,2,1,1,7,0,2,2,1,0,0,0,0,0,0,29,37,1
1,57,7,2,1,2,0,4,2,1,1,0,1,0,0,1,2,0,32,34,0
1,15,8,2,1,2,1,8,2,1,2,1,0,0,0,0,0,0,39,38,0
1,13,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,46,32,0
1,9,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,35,36,1
1,37,7,1,1,1,0,3,2,0,1,0,1,0,0,0,4,0,40,29,0
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,32,29,1
1,9,6,2,2,2,1,7,2,2,2,1,0,0,1,0,0,0,32,41,1
0,28,6,1,0,2,1,6,0,0,2,1,0,1,0,1,2,0,37,33,0
1,33,6,2,1,2,1,6,2,1,1,0,0,0,1,0,0,1,52,24,0
0,10,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,40,30,0
0,22,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,45,37,1
1,29,5,2,2,2,1,6,1,2,2,1,0,0,1,0,0,0,42,52,1
1,61,4,1,0,1,0,6,0,0,1,1,0,0,2,0,0,1,28,37,1
0,8,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,32,28,0
0,18,7,2,1,2,0,6,1,2,2,0,0,1,0,3,2,0,31,29,0
1,35,7,0,1,2,1,5,1,0,2,1,0,1,0,3,3,0,41,32,0
1,79,4,0,1,0,1,5,0,0,0,1,0,0,2,1,2,1,20,26,0
1,83,1,0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,8,22,1
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,31,1
0,52,5,0,1,1,0,5,0,1,1,0,1,0,2,1,2,1,24,31,0
1,27,8,2,1,2,1,7,2,2,2,1,0,0,0,0,0,0,30,40,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,33,32,0
1,25,7,2,1,2,1,6,2,1,2,1,0,0,0,0,0,0,49,37,0
0,30,7,1,2,2,1,5,1,1,2,1,0,0,0,2,2,0,57,33,0
0,8,8,1,2,2,1,8,1,2,2,1,0,1,0,0,0,0,32,28,1
1,65,2,0,1,0,0,3,2,0,0,0,0,0,2,1,2,1,17,25,1
0,2,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,29,1
1,27,7,1,1,2,1,5,1,2,1,1,0,0,0,0,0,0,33,39,0
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,32,1
1,27,8,1,1,2,1,8,0,1,2,1,1,1,1,1,1,1,32,32,0
0,10,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,36,44,0
1,47,7,0,1,2,1,4,0,1,0,1,1,0,0,1,1,0,42,37,0
0,40,5,1,0,1,0,6,1,1,1,0,0,0,0,0,0,0,26,40,1
1,23,6,1,2,2,1,7,2,1,2,1,0,1,0,0,0,0,42,43,1
0,52,6,0,0,2,1,5,0,1,1,1,0,0,0,2,2,0,41,39,1
1,11,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,34,28,0
1,49,6,2,0,2,0,4,1,0,1,0,0,0,0,1,1,0,34,21,0
0,6,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,32,36,1
0,34,6,0,2,0,1,8,2,1,1,1,0,1,0,0,0,0,33,40,1
0,20,7,1,2,2,1,6,2,1,2,1,1,0,1,2,3,1,24,40,0
1,23,7,1,1,2,0,7,0,2,2,0,0,1,0,3,2,0,28,20,1
1,23,7,1,2,2,1,6,1,2,2,1,1,0,2,0,0,0,40,36,1
1,5,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,31,28,0
0,4,8,2,2,2,1,8,2,2,2,1,0,0,0,0,0,0,39,30,0
0,32,6,1,2,2,1,8,2,2,2,1,0,0,1,0,0,1,40,35,1
1,41,5,2,1,2,1,5,0,2,2,1,0,0,1,0,0,0,37,44,1
1,75,3,1,0,0,0,4,1,0,0,0,0,0,1,0,0,1,12,16,0
1,11,7,2,2,2,1,7,2,2,2,1,0,0,0,0,0,0,43,34,1
1,31,7,0,1,2,1,6,0,2,1,1,0,0,0,1,1,0,35,33,0
0,136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,17,1
